METADATA
initial_wait_s: 15
measures: 1
period_ms: 1000
depth: 0.5
name: kdupro01
buoy: 1
country: colombia
place: akuara
maker: udea
curator: icm-csic
email: rodero@icm.csic.es
sensors: tcs34725
description: calibration
units: counts,
latitude: 41.383189
longitude: 2.197949
altitude: 0
ref_coord_system: wgs84
location_source: gnss
time_source: internet
processing_level: 0
processing_procedure: https://git.csic.es/kduino/kdupro
processing_version: build
processing_revision: 0
calibration_procedure: https://git.csic.es/kduino/kdupro
calibration_reference: 0
calibration_time: 0
calibration_version: 0
sensor_id: 
platform_id: 
deployment_id: 
sample_id: 
observer_id: 
owner_contact: jpiera@icm.csic.es
operator_contact: rodero@icm.csic.es
license: mit
license_reference: https://opensource.org/licenses/mit
embargo_date: 
datetime: yyyy-mm-ddthh:mm:ssz
time: 2025-04-16T10:47:11:085Z
DATA
TIME F1-415nm F2-445nm F3-480nm F4-515nm F5-555nm F6-590nm F7-630nm F8-680nm Clear Near-IR
2025-04-16T11:14:40:131Z 37570 45557 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:41:131Z 37591 45572 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:42:131Z 37582 45571 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:43:131Z 37602 45589 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:44:131Z 37628 45618 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:45:131Z 37604 45588 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:46:131Z 37950 45889 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:47:131Z 37634 45625 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:48:131Z 37665 45647 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:49:131Z 37657 45664 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:50:131Z 37662 45665 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:51:131Z 37672 45654 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:52:131Z 37950 45936 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:53:131Z 37652 45659 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:54:131Z 37683 45701 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:55:131Z 37672 45680 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:56:131Z 37614 45637 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:57:131Z 37656 45665 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:58:131Z 37643 45676 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:14:59:131Z 37662 45687 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:00:131Z 37725 45736 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:01:131Z 37694 45731 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:02:131Z 37694 45746 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:03:131Z 37769 45795 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:04:131Z 37951 46032 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:05:131Z 37724 45778 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:06:131Z 37760 45803 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:07:131Z 37737 45786 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:08:131Z 37951 46051 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:09:131Z 37766 45805 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:10:131Z 37667 45755 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:11:131Z 37720 45799 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:12:131Z 37749 45829 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:13:131Z 37819 45888 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:14:131Z 37795 45893 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:15:131Z 37841 45927 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:16:131Z 37951 46143 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:17:131Z 37914 45982 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:18:131Z 37957 46166 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:19:131Z 37914 46010 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:20:131Z 37924 46039 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:21:131Z 37951 46087 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:22:131Z 37949 46062 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:23:131Z 37951 46097 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:24:131Z 37987 46139 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:25:131Z 38128 46348 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:26:131Z 37954 46123 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:27:131Z 37965 46117 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:28:131Z 37989 46137 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:29:131Z 37958 46130 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:30:131Z 37950 46102 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:31:131Z 37962 46130 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:32:131Z 37990 46164 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:33:131Z 38019 46164 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:34:131Z 38000 46155 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:35:131Z 38067 46191 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:36:131Z 38008 46147 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:37:131Z 38356 46531 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:38:131Z 38351 46527 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:39:131Z 38111 46239 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:40:131Z 38106 46230 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:41:131Z 38094 46214 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:42:131Z 38065 46179 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:43:131Z 37985 46110 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:44:131Z 37952 46088 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:45:131Z 37955 46106 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:46:131Z 37941 46044 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:47:131Z 37962 46106 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:48:131Z 37951 46056 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:49:131Z 37944 46009 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:50:131Z 37938 45972 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:51:131Z 37949 46005 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:52:131Z 37925 45983 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:53:131Z 37955 46170 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:54:131Z 37814 45937 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:55:131Z 37840 46006 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:56:131Z 37802 45966 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:57:131Z 37678 45876 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:58:131Z 37772 45980 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:15:59:131Z 37866 46071 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:00:131Z 37914 46103 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:01:131Z 37953 46272 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:02:131Z 37897 46047 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:03:131Z 37869 46029 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:04:131Z 37806 45994 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:05:131Z 37786 45943 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:06:131Z 37759 45910 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:07:131Z 37740 45901 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:08:131Z 37684 45856 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:09:131Z 37740 45866 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:10:131Z 37633 45768 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:11:131Z 37950 46047 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:12:131Z 37562 45710 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:13:131Z 37619 45706 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:14:131Z 37528 45652 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:15:131Z 37561 45692 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:16:131Z 37557 45653 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:17:131Z 37462 45592 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:18:131Z 37499 45605 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:19:131Z 37487 45581 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:20:131Z 37415 45549 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:21:131Z 37467 45595 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:22:131Z 37468 45603 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:23:131Z 37930 45975 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:24:131Z 37520 45638 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:25:131Z 37516 45651 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:26:131Z 37474 45617 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:27:131Z 37467 45608 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:28:131Z 37515 45658 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:29:131Z 37923 45995 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:30:131Z 37513 45659 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:31:131Z 37542 45690 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:32:131Z 37931 46023 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:33:131Z 37606 45743 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:34:131Z 37546 45712 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:35:131Z 37544 45711 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:36:131Z 37950 46076 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:37:131Z 37597 45752 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:38:131Z 37560 45736 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:39:131Z 37950 46086 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:40:131Z 37664 45862 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:41:131Z 37698 45880 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:42:131Z 37691 45891 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:43:131Z 37699 45891 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:44:131Z 37676 45861 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:45:131Z 37666 45769 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:46:131Z 36641 45686 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:47:131Z 29471 34444 47050 44678 50601 46894 50601 50601 50601 50601 65234
2025-04-16T11:16:48:131Z 15797 17246 26043 25026 16265 16674 27107 37613 50601 50601 65234
2025-04-16T11:16:49:131Z 1812 1991 2382 2835 3020 4276 8799 15149 41410 30322 65234
2025-04-16T11:16:50:131Z 1725 1901 2287 2725 2884 4057 8366 14360 39167 28332 65234
2025-04-16T11:16:51:131Z 1763 1951 2354 2809 3016 4237 8672 14855 40725 29468 65234
2025-04-16T11:16:52:131Z 38436 42970 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:53:131Z 37202 43885 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:54:131Z 37161 48585 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:55:131Z 38384 49779 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:56:131Z 44412 50601 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:57:131Z 41967 50601 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:16:58:131Z 31299 41032 47229 48831 41487 40412 45417 43615 50601 50601 65234
