METADATA
initial_wait_s: 30
measures: 1
period_ms: 1000
depth: 0.5
name: kdupro01
buoy: 0
country: usa
place: discobay
maker: udea
curator: icm-csic
email: rodero@icm.csic.es
sensors: tcs34725
description: calibration
units: counts,
latitude: 41.383189
longitude: 2.197949
altitude: 0
ref_coord_system: wgs84
location_source: gnss
time_source: internet
processing_level: 0
processing_procedure: https://git.csic.es/kduino/kdupro
processing_version: build
processing_revision: 0
calibration_procedure: https://git.csic.es/kduino/kdupro
calibration_reference: 0
calibration_time: 0
calibration_version: 0
sensor_id: 
platform_id: 
deployment_id: 
sample_id: 
observer_id: 
owner_contact: jpiera@icm.csic.es
operator_contact: rodero@icm.csic.es
license: mit
license_reference: https://opensource.org/licenses/mit
embargo_date: 
datetime: yyyy-mm-ddthh:mm:ssz
time: 2025-02-26T10:14:01:032Z
DATA
TIME L0 L1 L2 L3 L4 L5 L6 L7 L8 L9 L10 L11
2025-02-26T10:36:49:051Z 50600 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:50:051Z 50418 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:51:051Z 50480 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:52:051Z 50393 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:53:051Z 50533 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:54:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:55:051Z 50433 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:56:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:57:051Z 50485 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:58:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:36:59:051Z 50601 50601 50601 50601 50601 15490 50601 50601 50601 50601 50601 12574
2025-02-26T10:37:00:051Z 35856 50551 50601 50601 50601 14974 50601 50601 50601 50601 50601 11796
2025-02-26T10:37:01:051Z 36541 50601 50601 50601 50601 13370 50601 50601 50601 50601 50601 12864
2025-02-26T10:37:02:051Z 33092 50601 50601 50601 50601 11350 50601 50601 50601 50601 50601 12976
2025-02-26T10:37:03:052Z 36934 50601 50601 50601 50601 16811 50601 50601 50601 50601 50601 12955
2025-02-26T10:37:04:051Z 32407 50306 50601 50601 50601 11309 50601 50601 50601 50601 50601 14436
2025-02-26T10:37:05:051Z 33834 50454 50601 50601 50601 13420 50601 50601 50601 50601 50601 12732
2025-02-26T10:37:06:051Z 31173 48542 50601 50601 50601 11246 50601 50601 50601 50601 50601 12515
2025-02-26T10:37:07:051Z 32306 49281 50601 50601 50601 12312 50601 50601 50601 50601 50601 13074
2025-02-26T10:37:08:051Z 35252 50601 50601 50601 50601 14331 50601 50601 50601 50601 50601 13402
2025-02-26T10:37:09:051Z 34734 50089 50601 50601 50601 13990 50601 50601 50601 50601 50601 12516
2025-02-26T10:37:10:051Z 32533 49095 50601 50601 50601 12432 50601 50601 50601 50601 50601 15625
2025-02-26T10:37:11:051Z 35055 50356 50601 50601 50601 14572 50601 50601 50601 50601 50601 13215
2025-02-26T10:37:12:051Z 33710 49845 50601 50601 50601 13519 50601 50601 50601 50601 50601 13866
2025-02-26T10:37:13:051Z 35306 50482 50601 50601 50601 14716 50601 50601 50601 50601 50601 13127
2025-02-26T10:37:14:051Z 32895 48678 50601 50601 50601 13270 50601 50601 50601 50601 50601 14598
2025-02-26T10:37:15:051Z 32241 47591 50601 50601 50601 13206 50601 50601 50601 50601 50601 14592
2025-02-26T10:37:16:051Z 32272 47929 50601 50601 50601 13040 50601 50601 50601 50601 50601 14530
2025-02-26T10:37:17:051Z 32193 47868 50601 50601 50601 13386 50601 50601 50601 50601 50601 16689
2025-02-26T10:37:18:051Z 32211 47608 50601 50601 50601 13652 50601 50601 50601 50601 50601 16605
2025-02-26T10:37:19:051Z 34861 48914 50601 50601 50601 15534 50601 50601 50601 50601 50601 13334
2025-02-26T10:37:20:051Z 33841 48411 50601 50601 50601 14951 50601 50601 50601 50601 50601 13943
2025-02-26T10:37:21:051Z 32854 47326 50601 50601 50601 13674 50601 50601 50601 50601 50601 13848
2025-02-26T10:37:22:051Z 35370 50014 50601 50601 50601 15558 50601 50601 50601 50601 50601 14818
2025-02-26T10:37:23:051Z 32860 48193 50601 50601 50601 13384 50601 50601 50601 50601 50601 17638
2025-02-26T10:37:24:051Z 34284 49544 50601 50601 50601 14723 50601 50601 50601 50601 50601 14932
2025-02-26T10:37:25:051Z 35684 49608 50601 50601 50601 15969 50601 50601 50601 50601 50601 11939
2025-02-26T10:37:26:051Z 35377 49517 50601 50601 50601 16104 50601 50601 50601 50601 50601 12938
2025-02-26T10:37:27:051Z 34400 49090 50601 50601 50601 15907 50601 50601 50601 50601 50601 13154
2025-02-26T10:37:28:051Z 35693 48383 50601 50601 50601 13960 50601 50601 50601 50601 50601 10593
2025-02-26T10:37:29:051Z 26216 38676 50601 50601 50601 12821 50601 50601 50601 50601 50601 10932
2025-02-26T10:37:30:051Z 21770 33837 50601 50601 50601 8158 50601 50601 50601 50601 50601 7371
2025-02-26T10:37:31:051Z 20925 32936 50601 50601 50601 6807 50601 50601 50601 50601 50601 7975
2025-02-26T10:37:32:051Z 20862 33080 50601 50601 50601 6291 50601 50601 50601 50601 50601 8453
2025-02-26T10:37:33:051Z 21193 34037 50601 50601 50601 6490 50601 50601 50601 50601 50601 8458
2025-02-26T10:37:34:051Z 24143 38008 50601 50601 50601 9563 50601 50601 50601 50601 50601 6413
2025-02-26T10:37:35:051Z 24716 38600 50601 50601 50601 9798 50601 50601 50601 50601 50601 6804
2025-02-26T10:37:36:051Z 23958 37279 50601 50601 50601 8090 50601 50601 50601 50601 50601 6679
2025-02-26T10:37:37:051Z 24385 37734 50601 50601 50601 8303 50601 50601 50601 50601 50601 7617
2025-02-26T10:37:38:051Z 21425 34594 50601 50601 50601 6795 50601 50601 50601 50601 50601 8825
2025-02-26T10:37:39:051Z 23100 36660 50601 50601 50601 7487 50601 50601 50601 50601 50601 6276
2025-02-26T10:37:40:051Z 23230 36873 50601 50601 50601 7403 50601 50601 50601 50601 50601 6748
2025-02-26T10:37:41:051Z 25359 39149 50601 50601 50601 9636 50601 50601 50601 50601 50601 6577
2025-02-26T10:37:42:051Z 20946 34860 50601 50601 50601 6038 50601 50601 50601 50601 50601 8055
2025-02-26T10:37:43:051Z 21135 34911 50601 50601 50601 6300 50601 50601 50601 50601 50601 7157
2025-02-26T10:37:44:051Z 21283 34594 50601 50601 50601 6284 50601 50601 50601 50601 50601 10134
2025-02-26T10:37:45:051Z 20545 33525 50601 50601 50601 5922 50601 50601 50601 50601 50601 8396
2025-02-26T10:37:46:051Z 22777 36471 50601 50601 50601 7485 50601 50601 50601 50601 50601 6583
2025-02-26T10:37:47:051Z 27193 42260 50601 50601 50601 10612 50601 50601 50601 50601 50601 5853
2025-02-26T10:37:48:051Z 25158 40193 50601 50601 50601 8415 50601 50601 50601 50601 50601 6382
2025-02-26T10:37:49:051Z 25804 41145 50601 50601 50601 8818 50601 50601 50601 50601 50601 6082
2025-02-26T10:37:50:051Z 23148 38003 50601 50601 50601 6672 50601 50601 50601 50601 50601 7637
2025-02-26T10:37:51:051Z 23434 38724 50601 50601 50601 6599 50601 50601 50601 50601 50601 6899
2025-02-26T10:37:52:051Z 26227 41440 50601 50601 50601 8157 50601 50601 50601 50601 50601 6308
2025-02-26T10:37:53:051Z 24716 40318 50601 50601 50601 7668 50601 50601 50601 50601 50601 6833
2025-02-26T10:37:54:051Z 23843 39326 50601 50601 50601 6885 50601 50601 50601 50601 50601 7868
2025-02-26T10:37:55:051Z 23172 38165 50601 50601 50601 6246 50601 50601 50601 50601 50601 7299
2025-02-26T10:37:56:051Z 22994 38461 50601 50601 50601 6405 50601 50601 50601 50601 50601 7610
2025-02-26T10:37:57:051Z 26093 42201 50601 50601 50601 9292 50601 50601 50601 50601 50601 6810
2025-02-26T10:37:58:051Z 25776 41384 50601 50601 50601 8136 50601 50601 50601 50601 50601 6317
2025-02-26T10:37:59:051Z 24147 38838 50601 50601 50601 6919 50601 50601 50601 50490 50601 6276
2025-02-26T10:38:00:051Z 20534 35865 50601 50601 50601 5521 50601 50601 50601 50601 50601 6045
2025-02-26T10:38:01:051Z 17210 33149 50601 50601 50601 5507 50601 50601 50601 48752 50601 5631
2025-02-26T10:38:02:051Z 16948 33114 50601 50601 50601 5032 50601 50601 50601 49305 50601 5674
2025-02-26T10:38:03:051Z 17018 32071 50601 50601 50601 4949 50601 50601 50601 45938 50601 5672
2025-02-26T10:38:04:051Z 16628 29972 50601 50601 50601 5350 50601 50601 50601 41756 50601 5359
2025-02-26T10:38:05:051Z 16698 28606 50601 50601 50601 5427 50601 50601 50601 38352 50601 5038
2025-02-26T10:38:06:051Z 16336 27499 50601 50601 50601 5617 50601 50601 47543 35990 50601 4942
2025-02-26T10:38:07:051Z 16134 26601 50601 50601 50601 5566 50601 50601 45096 34597 50601 5074
2025-02-26T10:38:08:051Z 15925 26019 50601 50601 50601 5952 50601 50601 44793 34837 50601 5272
2025-02-26T10:38:09:051Z 15132 25206 48926 50601 50601 5241 50601 50601 45905 36258 50601 5644
2025-02-26T10:38:10:051Z 16038 25898 49907 50601 50601 6399 50601 50601 41817 32475 50601 4967
2025-02-26T10:38:11:051Z 14704 24349 46976 50601 50601 5207 50601 50601 41642 32838 50601 5306
2025-02-26T10:38:12:051Z 13705 23061 43631 50601 50601 5061 50601 50601 42619 34067 50601 6079
2025-02-26T10:38:13:051Z 13411 22564 42543 50600 50601 5301 50601 50601 37609 29600 50601 5017
2025-02-26T10:38:14:051Z 13506 22506 42316 50601 50601 5566 50601 50601 38912 30933 50601 5610
2025-02-26T10:38:15:051Z 12547 21534 39938 49477 50601 4702 50601 50552 35680 27985 50601 4898
2025-02-26T10:38:16:051Z 12549 21558 39944 49521 50601 4742 50601 50601 38215 30173 50601 5742
2025-02-26T10:38:17:051Z 12662 21578 40186 49553 50601 4636 50601 50600 35784 27868 50601 4837
2025-02-26T10:38:18:051Z 13122 22096 41427 50600 50601 4974 50601 50601 37630 29768 50601 5260
2025-02-26T10:38:19:051Z 13105 22207 41439 50601 50601 5018 50601 50601 37309 29407 50601 5273
2025-02-26T10:38:20:051Z 12820 21696 40406 49806 50601 4816 50601 50178 35050 27461 50601 4848
2025-02-26T10:38:21:051Z 12717 21497 40026 49491 50601 4767 50601 50588 36324 28851 50601 5419
2025-02-26T10:38:22:051Z 12404 21175 39103 48953 50601 4902 50601 49884 34558 26963 50601 5045
2025-02-26T10:38:23:051Z 11876 20564 37559 47218 50601 4735 50576 46667 32541 25182 50601 4787
2025-02-26T10:38:24:051Z 12255 20961 38441 48282 50601 5036 50601 48117 33277 25851 50601 5026
2025-02-26T10:38:25:051Z 11675 20205 36779 46527 50601 4835 49280 45511 31648 24264 50601 4814
2025-02-26T10:38:26:051Z 11623 20146 36499 46759 50601 5192 48771 45259 31455 24034 50601 4983
2025-02-26T10:38:27:051Z 10930 19253 34504 44365 50601 5081 47512 44086 30846 23365 50601 5109
2025-02-26T10:38:28:051Z 11078 19611 34879 45425 50601 5466 38944 35624 25495 18778 50601 4638
2025-02-26T10:38:29:051Z 3368 6261 12129 16651 43225 2455 39451 34844 22223 15067 50601 4213
2025-02-26T10:38:30:051Z 8943 16807 32289 43074 50601 4437 45726 40381 24556 16462 50601 4396
2025-02-26T10:38:31:051Z 8923 16607 32179 42466 50601 4254 45580 40153 24326 16460 50601 4189
2025-02-26T10:38:32:051Z 8980 16593 32397 42640 50601 4124 47364 41651 25136 17154 50601 4122
2025-02-26T10:38:33:051Z 9076 16734 32881 42795 50601 3977 47919 41698 25296 17241 50601 3967
2025-02-26T10:38:34:051Z 9380 17149 34003 43914 50601 4007 50522 44325 26919 18637 50601 4150
2025-02-26T10:38:35:051Z 9777 17729 35422 45460 50601 4011 50601 44448 27049 18679 50601 3981
2025-02-26T10:38:36:051Z 10173 18286 36799 47065 50601 4158 50601 45653 27877 19264 50601 4033
2025-02-26T10:38:37:051Z 9954 18164 36418 46382 50601 3886 50601 45104 27807 19090 50601 3853
2025-02-26T10:38:38:051Z 10222 18490 37366 47330 50601 4018 50601 47753 29474 20472 50601 4170
2025-02-26T10:38:39:051Z 10473 18708 38019 48007 50601 4007 50601 46816 28936 19926 50601 3942
2025-02-26T10:38:40:051Z 10338 18658 37833 47751 50601 3983 50601 48092 29866 20669 50601 4116
2025-02-26T10:38:41:051Z 10410 18805 38151 48223 50601 3982 50601 48181 29977 20668 50601 4123
2025-02-26T10:38:42:051Z 10701 19116 38991 49151 50601 4140 50601 47972 29785 20557 50601 4037
2025-02-26T10:38:43:051Z 10561 19007 38701 48751 50601 4037 50601 47952 29884 20549 50601 4014
2025-02-26T10:38:44:051Z 10626 19134 39114 49099 50601 3973 50601 48766 30398 20909 50601 3978
2025-02-26T10:38:45:051Z 10899 19565 40076 50294 50601 4096 50601 48806 30721 21074 50601 4030
2025-02-26T10:38:46:051Z 10980 19692 40460 50601 50601 4200 50601 49407 31051 21298 50601 4032
2025-02-26T10:38:47:051Z 10696 19276 39442 49387 50601 3910 50601 48680 30664 21007 50601 4007
2025-02-26T10:38:48:051Z 10829 19375 39769 49852 50601 4147 50601 49445 30854 21302 50601 4138
2025-02-26T10:38:49:051Z 10647 19057 38946 49023 50601 4035 50601 47997 29966 20594 50601 4037
2025-02-26T10:38:50:051Z 10644 19076 39041 49117 50601 4039 50601 49119 30580 21152 50601 4147
2025-02-26T10:38:51:051Z 10679 19206 39329 49431 50601 4007 50601 48434 30333 20792 50601 3942
2025-02-26T10:38:52:051Z 10936 19569 40342 50413 50601 4136 50601 50504 32122 22090 50601 4313
2025-02-26T10:38:53:051Z 10837 19507 40154 50189 50601 4005 50601 49411 31329 21456 50601 4051
2025-02-26T10:38:54:051Z 10755 19406 39868 49958 50601 3983 50601 50440 31806 21934 50601 4175
2025-02-26T10:38:55:051Z 10672 19224 39460 49533 50601 4077 50601 48888 30938 21199 50601 4045
2025-02-26T10:38:56:051Z 11056 19647 40654 50601 50601 4116 50601 50601 31775 21964 50601 4100
2025-02-26T10:38:57:051Z 10776 19438 40015 50191 50601 4003 50601 49044 31130 21307 50601 4011
2025-02-26T10:38:58:051Z 9968 17993 37187 47531 50601 3817 46619 39661 23553 15767 50601 3034
2025-02-26T10:38:59:051Z 10208 19130 41246 50601 50601 3777 50601 48747 28569 18026 50601 3548
2025-02-26T10:39:00:051Z 9212 17659 38666 49898 50601 3482 50601 44264 24869 15191 50601 3209
2025-02-26T10:39:01:051Z 8758 16960 37516 48344 50601 3356 50601 45103 25595 15442 50601 3337
2025-02-26T10:39:02:051Z 8447 16349 35829 46789 50601 3281 50601 44317 24894 15128 50601 3294
2025-02-26T10:39:03:051Z 8221 15842 34588 45262 50601 3308 50601 42182 23383 14343 50601 3306
2025-02-26T10:39:04:051Z 7826 15126 32700 43214 50601 3270 50279 40517 22133 13628 50601 3280
2025-02-26T10:39:05:051Z 7588 14697 31597 41934 50601 3279 48203 39301 21253 13140 50601 3307
2025-02-26T10:39:06:051Z 7379 14302 30591 40997 50601 3310 46388 38248 20443 12645 50601 3305
2025-02-26T10:39:07:051Z 7148 13917 29551 39873 50601 3345 44757 37085 19804 12220 50601 3340
2025-02-26T10:39:08:051Z 6985 13700 28902 39237 50601 3369 43387 36067 19254 11831 50601 3358
2025-02-26T10:39:09:051Z 6887 13544 28488 38824 50601 3437 42984 35925 19155 11762 50601 3447
2025-02-26T10:39:10:051Z 6716 13257 27778 38020 50601 3433 42066 35265 18724 11444 50601 3443
2025-02-26T10:39:11:051Z 6486 12960 26938 37132 50601 3470 40778 34199 18255 11073 50601 3508
2025-02-26T10:39:12:051Z 6336 12737 26306 36577 50601 3600 39654 33291 17893 10753 50601 3614
2025-02-26T10:39:13:051Z 6199 12556 25754 36040 50601 3690 38934 32777 17687 10546 50601 3715
2025-02-26T10:39:14:051Z 6100 12450 25382 35765 50601 3781 38353 32304 17554 10358 50601 3801
2025-02-26T10:39:15:051Z 6027 12377 25154 35567 50601 3846 37846 31796 17378 10191 50601 3845
2025-02-26T10:39:16:051Z 5990 12329 25011 35502 50601 3897 37843 31829 17437 10188 50601 3903
2025-02-26T10:39:17:051Z 6022 12413 25173 35816 50601 3964 37960 31952 17556 10221 50601 3949
2025-02-26T10:39:18:051Z 5938 12287 24875 35398 50601 3928 37353 31324 17232 10030 50601 3896
2025-02-26T10:39:19:051Z 5946 12294 24920 35450 50601 3927 37799 31757 17463 10169 50601 3932
2025-02-26T10:39:20:051Z 5939 12283 24904 35419 50601 3927 37643 31593 17387 10126 50601 3916
2025-02-26T10:39:21:051Z 5916 12218 24777 35226 50601 3910 37771 31765 17439 10145 50601 3927
2025-02-26T10:39:22:051Z 5916 12258 24813 35376 50601 3946 37646 31624 17447 10117 50601 3971
2025-02-26T10:39:23:051Z 5893 12250 24753 35403 50601 4013 37461 31465 17431 10068 50601 4016
2025-02-26T10:39:24:051Z 5831 12164 24528 35097 50601 4020 37170 31072 17295 9951 50601 4016
2025-02-26T10:39:25:051Z 5806 12126 24436 34981 50601 4046 36978 30918 17236 9900 50601 4048
2025-02-26T10:39:26:051Z 5780 12131 24371 35057 50601 4116 37029 30958 17365 9900 50601 4127
2025-02-26T10:39:27:051Z 5703 12023 24088 34673 50601 4140 36846 30712 17328 9810 50601 4179
2025-02-26T10:39:28:051Z 5752 12194 24351 35263 50601 4280 36933 30739 17532 9856 50601 4287
2025-02-26T10:39:29:051Z 7449 15438 30585 44506 50601 5153 44523 38267 22429 13034 50601 5045
2025-02-26T10:39:30:051Z 6364 13229 25666 37025 50601 4771 47546 41546 25544 15047 50601 5609
2025-02-26T10:39:31:051Z 8903 17702 33352 47953 50601 6087 45377 40776 27105 17150 50601 5729
2025-02-26T10:39:32:051Z 7682 14969 28030 39421 50601 5242 50601 50425 34074 22585 50601 6489
2025-02-26T10:39:33:051Z 10297 19026 34631 47849 50601 6155 47449 45087 32183 23110 50601 5999
2025-02-26T10:39:34:051Z 7794 14404 26203 35472 50601 4790 48627 47209 33667 24883 50601 5878
2025-02-26T10:39:35:051Z 11666 20282 35686 47146 50601 5877 48222 47349 35975 28784 50601 5780
2025-02-26T10:39:36:051Z 11315 19628 33462 43854 50601 5785 36050 34529 27878 22437 50601 4799
2025-02-26T10:39:37:051Z 14969 25206 41884 50601 50601 7576 50601 50601 50575 44837 50601 8438
2025-02-26T10:39:38:051Z 19567 30996 49347 50601 50601 10256 50601 50601 50601 50601 50601 9304
2025-02-26T10:39:39:051Z 12857 21414 32700 40642 50601 7223 43117 42205 40293 37632 50601 7136
2025-02-26T10:39:40:051Z 16262 26495 40005 48952 50601 8678 50601 50601 50601 50601 50601 10260
2025-02-26T10:39:41:051Z 37974 48591 50601 50601 50601 21071 50601 50601 50601 50601 50601 14512
2025-02-26T10:39:42:051Z 27608 39802 50601 50601 50601 20028 50601 50601 50601 50601 50601 18091
2025-02-26T10:39:43:051Z 46425 50583 50601 50601 50601 44151 50601 50601 50601 50601 50601 48922
2025-02-26T10:39:44:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:39:45:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:39:46:051Z 47528 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:39:47:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:39:48:051Z 44572 47288 49411 50173 50601 50325 50601 50601 50601 50601 50601 50601
2025-02-26T10:39:49:051Z 38766 50227 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:39:50:051Z 40602 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:39:51:051Z 46972 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:39:52:051Z 43649 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:39:53:051Z 48978 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:39:54:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:39:55:051Z 46648 49486 50601 50442 50601 50601 50591 50572 50601 50601 50601 50601
2025-02-26T10:39:56:051Z 47351 49578 50502 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:39:57:051Z 50579 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:39:58:051Z 47037 49687 50317 50461 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:39:59:051Z 46844 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:40:00:051Z 50183 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:40:01:051Z 46982 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:40:02:051Z 50600 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:40:03:051Z 50491 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:40:04:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:40:05:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:40:06:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:40:07:051Z 50223 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:40:08:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:40:09:052Z 50241 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:40:10:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:40:11:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:40:12:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:40:13:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:40:14:051Z 50576 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:40:15:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:40:16:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:40:17:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:40:18:051Z 50570 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
